username,transaction_type,amount,category,description,place,date
valerie.reynolds,card,1116.26,Shopping,Household items,Accessory Shop,2023-12-03
valerie.reynolds,cash,183.05,Bills,Recurring payment,Energy Provider,2024-11-25
valerie.reynolds,cash,59.69,Food,Weekly shopping,Pizzeria,2024-12-01
valerie.reynolds,card,915.41,Shopping,New phone,Bookstore,2022-09-20
valerie.reynolds,cash,112.55,Transport,Monthly pass,Airport Transport,2025-12-30
valerie.reynolds,card,137.82,Entertainment,Leisure activity,Night Club,2020-07-07
valerie.reynolds,cash,242.88,Shopping,Computer equipment,Online Shop,2021-08-10
valerie.reynolds,cash,396.38,Health,Health supplies,Clinic,2023-11-08
valerie.reynolds,cash,332.28,Health,Vitamins,Medical Center,2022-04-11
valerie.reynolds,cash,40.15,Health,Vaccination,Orthopedic Clinic,2022-09-02
valerie.reynolds,cash,6.95,Coffee,Morning coffee,Cafe Bar,2020-01-05
valerie.reynolds,card,73.41,Entertainment,Weekend fun,Arcade,2022-09-17
valerie.reynolds,cash,75.07,Bills,Monthly bill,Utility Office,2023-01-04
valerie.reynolds,card,245.72,Bills,Streaming subscription,Heating Provider,2021-01-08
valerie.reynolds,cash,101.19,Shopping,Books,Department Store,2024-06-12
valerie.reynolds,card,88.14,Transport,Emergency ride,OMV,2023-01-01
valerie.reynolds,cash,110.7,Entertainment,Evening entertainment,Amusement Park,2022-09-22
valerie.reynolds,cash,6.79,Coffee,Cappuccino,Office Cafe,2025-04-21
valerie.reynolds,card,60.6,Health,Prescription drugs,Wellness Center,2025-06-21
valerie.reynolds,cash,301.95,Bills,Renewal fee,Subscription Service,2025-02-06
valerie.reynolds,card,252.88,Bills,Renewal fee,TV Provider,2022-05-16
valerie.reynolds,card,1052.92,Shopping,Fashion items,Tech Store,2021-04-05
valerie.reynolds,card,133.71,Food,Family meal,Burger Place,2024-09-05
valerie.reynolds,card,314.87,Bills,Adjustment charge,Property Management,2020-11-09
valerie.reynolds,cash,20.35,Transport,Commute,Airport Transport,2023-01-02
valerie.reynolds,cash,148.35,Health,Medical exam,Orthopedic Clinic,2024-11-17
valerie.reynolds,cash,227.64,Entertainment,Museum entry,Concert Hall,2022-08-27
valerie.reynolds,cash,226.96,Entertainment,Weekend fun,Festival,2020-04-06
valerie.reynolds,cash,8.08,Coffee,Sweet coffee,Bakery Cafe,2021-04-10
valerie.reynolds,cash,111.62,Entertainment,Weekend fun,Event Venue,2025-05-31
valerie.reynolds,cash,162.32,Food,Lunch,Italian Restaurant,2025-10-17
valerie.reynolds,card,335.77,Shopping,Books,Shopping Mall,2023-04-07
valerie.reynolds,card,194.03,Entertainment,Night out,Amusement Park,2023-01-17
valerie.reynolds,cash,22.17,Health,Therapy session,Laboratory,2020-09-24
valerie.reynolds,cash,61.79,Transport,Long distance travel,Taxi,2024-12-21
valerie.reynolds,card,7.99,Coffee,Coffee meeting,University Cafe,2023-09-17
valerie.reynolds,cash,5.14,Coffee,Afternoon coffee,Morning Cafe,2024-02-29
valerie.reynolds,card,24.86,Bills,Insurance payment,Internet Provider,2022-10-04
valerie.reynolds,card,237.18,Entertainment,Evening entertainment,Bowling Alley,2025-08-02
valerie.reynolds,card,232.19,Health,Medical tests,Wellness Center,2020-04-19
valerie.reynolds,card,361.24,Health,Health supplies,Mental Health Clinic,2025-09-14
valerie.reynolds,cash,136.3,Bills,Annual fee,Water Utility,2024-10-18
valerie.reynolds,card,149.87,Entertainment,Event entry,Arcade,2025-06-14
valerie.reynolds,card,74.64,Transport,Commute,BP,2021-02-07
valerie.reynolds,cash,855.53,Shopping,Office supplies,Electronics Store,2021-12-14
valerie.reynolds,card,3.71,Coffee,Quick coffee,Train Station Cafe,2022-01-28
valerie.reynolds,card,16.55,Entertainment,Movie ticket,Night Club,2025-03-15
valerie.reynolds,card,15.18,Food,Home cooking,Carrefour,2024-04-17
valerie.reynolds,cash,27.66,Transport,Metro ticket,Fuel Station,2022-07-02
valerie.reynolds,card,295.66,Bills,Insurance payment,Property Management,2024-11-14
valerie.reynolds,card,20.81,Transport,Car wash,Bike Rental,2022-09-11
valerie.reynolds,card,2.56,Coffee,Specialty coffee,Work Cafe,2020-03-03
valerie.reynolds,cash,216.83,Entertainment,Festival ticket,Theater,2025-02-21
valerie.reynolds,cash,183.8,Entertainment,Festival ticket,Subscription Service,2020-12-16
valerie.reynolds,cash,448.27,Shopping,Computer equipment,Accessory Shop,2022-11-15
valerie.reynolds,card,213.25,Entertainment,Museum entry,Bar,2021-11-29
valerie.reynolds,cash,201.87,Entertainment,Game purchase,Museum,2023-11-29
valerie.reynolds,card,59.86,Food,Dinner,Spar,2025-10-24
valerie.reynolds,card,61.89,Entertainment,Night out,Bowling Alley,2024-08-20
valerie.reynolds,card,7.15,Coffee,Cappuccino,Work Cafe,2021-12-15
valerie.reynolds,cash,328.09,Health,Dental check,Physiotherapy,2021-08-17
valerie.reynolds,cash,87.95,Food,Party food,Aldi,2020-08-15
valerie.reynolds,cash,2.39,Coffee,Mocha,Coffee Corner,2020-12-07
valerie.reynolds,card,211.22,Entertainment,Entertainment fee,Museum,2021-08-26
valerie.reynolds,card,706.86,Shopping,Computer equipment,Fashion Boutique,2024-05-17
valerie.reynolds,cash,5.25,Coffee,Coffee meeting,Local Coffee Shop,2025-04-07
valerie.reynolds,card,776.13,Shopping,Online order,Electronics Store,2024-12-06
valerie.reynolds,cash,110.85,Food,Party food,Bakery,2024-11-27
valerie.reynolds,cash,349.15,Health,Routine check,Physiotherapy,2024-07-20
valerie.reynolds,card,86.96,Transport,Transport service,Train Station,2020-01-06
valerie.reynolds,card,7.64,Coffee,Specialty coffee,Bakery Cafe,2020-07-02
valerie.reynolds,card,45.05,Shopping,Gifts,Home Store,2020-07-24
valerie.reynolds,cash,130.51,Transport,Car wash,Gas Station,2022-11-12
valerie.reynolds,card,20.93,Bills,Insurance payment,Telecom Provider,2024-08-05
valerie.reynolds,card,37.67,Transport,Taxi ride,Parking Garage,2020-08-20
valerie.reynolds,card,310.5,Bills,Insurance payment,Utility Office,2020-10-10
valerie.reynolds,cash,633.46,Shopping,New phone,Retail Shop,2024-12-03
valerie.reynolds,cash,217.48,Bills,Gas bill,Hosting Provider,2024-03-18
valerie.reynolds,card,157.12,Entertainment,Movie ticket,Online Platform,2023-01-21
valerie.reynolds,cash,96.91,Entertainment,Leisure activity,Festival,2021-06-28
valerie.reynolds,card,2.41,Coffee,Specialty coffee,Coffee Lounge,2021-06-13
valerie.reynolds,card,707.76,Shopping,Household items,Accessory Shop,2020-11-23
valerie.reynolds,cash,187.79,Entertainment,Arcade games,Event Venue,2023-04-15
valerie.reynolds,card,109.07,Transport,Long distance travel,Bus Station,2023-10-26
valerie.reynolds,cash,8.12,Coffee,Afternoon coffee,University Cafe,2023-03-29
valerie.reynolds,card,174.11,Food,Party food,Spar,2020-06-29
valerie.reynolds,cash,477.25,Shopping,New phone,Shoe Store,2024-12-01
valerie.reynolds,cash,116.6,Transport,Scooter ride,Bolt,2020-06-06
valerie.reynolds,cash,144.92,Entertainment,Festival ticket,Theater,2023-06-06
valerie.reynolds,cash,44.64,Transport,Monthly pass,Uber,2021-01-09
valerie.reynolds,cash,170.24,Health,Medical exam,Medical Store,2021-11-08
valerie.reynolds,cash,7.75,Coffee,Coffee meeting,Work Cafe,2022-06-27
valerie.reynolds,card,124.16,Entertainment,Festival ticket,Leisure Center,2022-09-10
valerie.reynolds,cash,190.62,Health,Routine check,Optician,2025-03-02
valerie.reynolds,card,8.48,Coffee,Double espresso,Coffee Truck,2021-11-06
valerie.reynolds,cash,5.27,Coffee,Double espresso,Espresso Bar,2023-09-15
valerie.reynolds,card,90.66,Transport,Train ticket,Parking Garage,2025-11-07
valerie.reynolds,card,826.43,Shopping,Household items,Toy Store,2021-10-21
valerie.reynolds,cash,841.15,Shopping,Impulse buy,Accessory Shop,2022-04-24
valerie.reynolds,cash,87.01,Entertainment,Streaming subscription,Sports Arena,2023-01-28
valerie.reynolds,card,95.64,Food,Breakfast,Pizzeria,2021-09-01
valerie.reynolds,card,265.21,Health,Medication,Laboratory,2025-01-20
valerie.reynolds,card,165.8,Health,Vitamins,Dental Clinic,2020-08-07
valerie.reynolds,cash,147.89,Health,Medical care,Health Shop,2022-10-12
valerie.reynolds,card,165.51,Food,Snack,Pizzeria,2020-01-12
valerie.reynolds,card,8.91,Coffee,Iced coffee,University Cafe,2021-07-30
valerie.reynolds,cash,77.35,Bills,Renewal fee,Streaming Service,2023-06-12
valerie.reynolds,card,146.65,Health,Routine check,Mental Health Clinic,2022-11-12
valerie.reynolds,card,35.94,Entertainment,Night out,Concert Hall,2021-07-30
valerie.reynolds,card,753.96,Shopping,Household items,Bookstore,2022-05-06
valerie.reynolds,card,257.52,Bills,Electricity bill,Water Utility,2024-11-19
valerie.reynolds,cash,8.96,Coffee,Afternoon coffee,Coffee Corner,2020-01-12
valerie.reynolds,card,69.62,Shopping,Seasonal shopping,Toy Store,2025-07-18
valerie.reynolds,card,91.79,Transport,Airport transfer,Ferry,2025-07-17
valerie.reynolds,cash,284.22,Bills,Service charge,Electric Company,2025-01-01
valerie.reynolds,cash,276.46,Bills,Annual fee,Hosting Provider,2024-06-11
valerie.reynolds,card,254.14,Health,Health supplies,Physiotherapy,2022-02-06
valerie.reynolds,cash,90.04,Health,Follow-up visit,Wellness Center,2025-12-23
valerie.reynolds,cash,53.27,Transport,Transport service,Taxi,2024-04-12
valerie.reynolds,cash,97.83,Bills,Contract payment,Utility Office,2024-09-12
valerie.reynolds,card,6.56,Coffee,Iced coffee,Late Night Cafe,2021-02-07
valerie.reynolds,cash,140.29,Food,Frozen food,Pizzeria,2025-12-03
valerie.reynolds,card,136.55,Food,Frozen food,Lidl,2024-11-19
valerie.reynolds,cash,172.04,Food,Snack,Kaufland,2025-01-24
valerie.reynolds,cash,271.92,Bills,Late fee,Cloud Service,2023-06-23
valerie.reynolds,card,25.38,Transport,Monthly pass,Car Rental,2021-11-20
valerie.reynolds,card,2.38,Coffee,Mocha,Morning Cafe,2020-11-06
valerie.reynolds,card,826.12,Shopping,Office supplies,Outlet Store,2020-08-17
valerie.reynolds,cash,233.24,Health,Health consultation,Medical Store,2023-12-08
valerie.reynolds,cash,193.33,Bills,Recurring payment,Bank Service,2023-01-28
valerie.reynolds,cash,5.22,Coffee,Cappuccino,Specialty Coffee,2025-10-07
valerie.reynolds,card,235.27,Health,Dental check,Eye Clinic,2024-05-09
valerie.reynolds,card,62.11,Food,Late night food,Bakery,2024-06-05
valerie.reynolds,card,119.11,Entertainment,Festival ticket,Leisure Center,2020-10-13
valerie.reynolds,card,152.88,Entertainment,Concert ticket,Gallery,2025-10-24
valerie.reynolds,cash,43.1,Transport,Parking fee,BP,2024-01-13
valerie.reynolds,cash,2.07,Coffee,Black coffee,Coffee Lounge,2020-05-03
valerie.reynolds,cash,227.15,Health,Dental check,Mental Health Clinic,2024-09-26
valerie.reynolds,cash,306.04,Bills,Water bill,Water Utility,2022-04-29
valerie.reynolds,cash,814.84,Shopping,Online order,Electronics Store,2021-11-18
valerie.reynolds,card,59.58,Food,Bulk food,Fast Food,2021-06-30
valerie.reynolds,card,181.4,Shopping,Personal items,Retail Shop,2022-05-10
valerie.reynolds,card,48.37,Food,Meal prep,Food Truck,2025-09-17
valerie.reynolds,card,204.31,Entertainment,Entertainment fee,Museum,2021-03-29
valerie.reynolds,cash,106.93,Food,Seafood,Local Market,2020-01-09
valerie.reynolds,cash,147.76,Food,Meat purchase,Restaurant,2022-10-22
valerie.reynolds,cash,18.72,Transport,Transport service,Bike Rental,2020-03-08
valerie.reynolds,card,6.76,Health,Health consultation,Rehab Center,2021-10-13
valerie.reynolds,cash,30.1,Transport,Car wash,Gas Station,2020-02-07
valerie.reynolds,card,6.61,Transport,Monthly pass,OMV,2024-01-03
valerie.reynolds,card,29.95,Entertainment,Night out,Theater,2023-08-09
valerie.reynolds,cash,119.83,Transport,Train ticket,Scooter Rental,2022-04-05
valerie.reynolds,card,82.47,Transport,Transport service,Airport Transport,2024-12-20
valerie.reynolds,card,161.78,Entertainment,Online content,Theater,2020-12-30
valerie.reynolds,card,8.09,Coffee,Coffee with milk,Work Cafe,2025-03-24
valerie.reynolds,card,7.27,Coffee,Coffee with milk,University Cafe,2023-10-30
valerie.reynolds,card,374.2,Health,Health supplies,Eye Clinic,2023-01-12
valerie.reynolds,cash,2.48,Coffee,Iced coffee,Coffee Lounge,2021-08-08
valerie.reynolds,card,209.76,Entertainment,Event entry,Museum,2023-11-02
valerie.reynolds,cash,957.97,Shopping,Impulse buy,Toy Store,2020-08-10
valerie.reynolds,card,209.56,Entertainment,Sports event,Subscription Service,2020-01-15
valerie.reynolds,card,689.02,Shopping,Shoes,Jewelry Store,2022-12-01
valerie.reynolds,cash,5.02,Coffee,Double espresso,Hipster Cafe,2021-12-25
valerie.reynolds,cash,416.86,Shopping,Computer equipment,Home Store,2022-11-25
valerie.reynolds,card,19.64,Transport,Highway toll,Fuel Station,2024-05-22
valerie.reynolds,cash,177.15,Health,Specialist visit,Health Center,2023-02-14
valerie.reynolds,card,1035.52,Shopping,New phone,Retail Shop,2020-10-06
valerie.reynolds,cash,39.01,Health,Health service,Eye Clinic,2024-02-26
valerie.reynolds,cash,69.78,Food,Quick bite,Fish Market,2020-06-28
valerie.reynolds,cash,123.94,Entertainment,Concert ticket,Gallery,2020-08-04
valerie.reynolds,cash,199.52,Entertainment,Game purchase,Museum,2025-02-20
valerie.reynolds,card,73.9,Transport,Highway toll,Shell,2021-08-10
valerie.reynolds,cash,21.47,Transport,Airport transfer,Taxi,2023-05-12
valerie.reynolds,cash,53.4,Shopping,Decorations,Furniture Store,2023-03-16
valerie.reynolds,card,158.42,Bills,Recurring payment,Utility Office,2023-08-06
valerie.reynolds,card,3.99,Coffee,Coffee with milk,Downtown Cafe,2020-05-14
valerie.reynolds,card,219.51,Entertainment,Escape room,Online Platform,2024-04-03
valerie.reynolds,cash,74.69,Food,Party food,Burger Place,2025-01-05
valerie.reynolds,cash,3.9,Coffee,Quick coffee,Work Cafe,2023-12-21
valerie.reynolds,card,201.44,Bills,Extra service,Gas Provider,2022-07-27
valerie.reynolds,card,208.58,Entertainment,Museum entry,Event Venue,2025-11-23
valerie.reynolds,card,325.94,Shopping,Seasonal shopping,Home Store,2020-09-16
valerie.reynolds,card,45.45,Shopping,Impulse buy,Bookstore,2022-08-30
valerie.reynolds,cash,322.52,Health,Follow-up visit,Dermatology Clinic,2022-09-21
valerie.reynolds,card,142.51,Entertainment,Arcade games,Festival,2020-08-25
valerie.reynolds,card,8.15,Coffee,Takeaway coffee,Cafe Bar,2022-08-09
valerie.reynolds,cash,2.74,Coffee,Cappuccino,Cafe Bar,2025-11-30
valerie.reynolds,card,123.82,Transport,Vehicle rental,Public Transport,2023-08-03
valerie.reynolds,card,45.46,Health,Health supplies,Dermatology Clinic,2021-02-03
valerie.reynolds,cash,152.89,Shopping,Personal items,Sports Store,2024-06-30
valerie.reynolds,card,344.38,Bills,Gas bill,Hosting Provider,2020-12-17
valerie.reynolds,card,43.61,Entertainment,Game purchase,Music Club,2020-09-24
valerie.reynolds,card,167.36,Food,Ready meals,Street Food,2020-05-08
valerie.reynolds,cash,5.3,Coffee,Specialty coffee,Hipster Cafe,2020-08-25
valerie.reynolds,cash,88.14,Health,Dental check,Orthopedic Clinic,2020-04-11
valerie.reynolds,card,64.39,Transport,Taxi ride,Fuel Station,2025-05-30
valerie.reynolds,card,60.66,Transport,Metro ticket,Bolt,2020-02-28
valerie.reynolds,cash,102.81,Shopping,Accessories,Gift Shop,2021-08-18
valerie.reynolds,card,324.64,Bills,Late fee,Property Management,2022-10-07
valerie.reynolds,card,23.43,Food,Snack,Local Market,2020-02-23
valerie.reynolds,card,311.15,Bills,Late fee,Energy Provider,2022-09-11
valerie.reynolds,card,371.16,Shopping,New phone,Discount Store,2020-07-25
valerie.reynolds,card,65.36,Transport,Fuel,Airport Transport,2022-04-26
valerie.reynolds,card,125.31,Food,Takeaway,Fast Food,2025-12-27
valerie.reynolds,card,34.57,Food,Snack,Street Food,2023-08-05
valerie.reynolds,card,231.07,Entertainment,Game purchase,Online Platform,2021-01-12
valerie.reynolds,cash,459.68,Shopping,Replacement item,Department Store,2021-05-17
valerie.reynolds,card,96.64,Food,Fresh vegetables,Organic Store,2020-07-27
valerie.reynolds,card,113.65,Food,Ready meals,Aldi,2020-09-21
valerie.reynolds,card,173.38,Entertainment,Digital purchase,Bar,2023-08-20
valerie.reynolds,cash,76.5,Food,Bulk food,Street Food,2022-11-05
valerie.reynolds,card,199.09,Entertainment,Club entry,Streaming Platform,2025-02-01
valerie.reynolds,cash,138.83,Entertainment,Game purchase,Arcade,2025-08-28
valerie.reynolds,cash,194.32,Bills,Mobile plan,Water Utility,2023-04-12
valerie.reynolds,cash,506.87,Shopping,Computer equipment,Jewelry Store,2025-04-23
valerie.reynolds,card,2.17,Coffee,Specialty coffee,Coffee Truck,2025-05-06
valerie.reynolds,cash,82.33,Entertainment,Club entry,Concert Hall,2021-08-20
valerie.reynolds,cash,321.07,Health,Therapy session,Medical Store,2024-05-19
valerie.reynolds,card,332.77,Bills,Extra service,Mobile Operator,2020-12-04
valerie.reynolds,cash,73.28,Food,Ready meals,Fish Market,2024-07-13
valerie.reynolds,cash,45.1,Health,Emergency visit,Specialist Clinic,2025-08-21
valerie.reynolds,cash,345.4,Shopping,Replacement item,Fashion Boutique,2025-08-18
valerie.reynolds,card,48.33,Food,Seafood,Bakery,2021-12-04
valerie.reynolds,card,256.88,Health,Specialist visit,Emergency Room,2024-04-27
valerie.reynolds,card,106.05,Transport,Bus ticket,Bike Rental,2025-12-28
valerie.reynolds,card,1105.85,Shopping,Seasonal shopping,Jewelry Store,2020-02-23
valerie.reynolds,card,267.38,Shopping,Computer equipment,Jewelry Store,2024-09-13
valerie.reynolds,cash,89.19,Entertainment,Escape room,Gaming Store,2025-04-30
valerie.reynolds,cash,152.02,Entertainment,Digital purchase,Escape Room,2022-06-18
valerie.reynolds,cash,362.96,Health,Specialist visit,Hospital,2022-01-29
valerie.reynolds,cash,1174.54,Shopping,Fashion items,Department Store,2020-04-25
valerie.reynolds,cash,115.61,Food,Ready meals,Italian Restaurant,2020-04-15
valerie.reynolds,cash,165.05,Entertainment,Leisure activity,Arcade,2020-07-18
valerie.reynolds,cash,312.09,Health,Specialist visit,Clinic,2021-12-11
valerie.reynolds,card,6.96,Coffee,Americano,Coffee Lounge,2024-10-18
valerie.reynolds,card,72.34,Transport,Transport service,Ferry,2023-01-13
valerie.reynolds,cash,136.18,Food,Seafood,Canteen,2022-05-21
valerie.reynolds,cash,170.89,Food,Organic food,Burger Place,2020-06-21
valerie.reynolds,card,8.81,Coffee,Sweet coffee,Coffee House,2023-10-06
valerie.reynolds,card,163.3,Food,Takeaway,Street Food,2021-12-18
valerie.reynolds,card,112.8,Transport,Single ride,Bus Station,2025-06-19
valerie.reynolds,card,34.68,Food,Quick bite,Fish Market,2022-01-17
valerie.reynolds,card,979.74,Shopping,Books,Fashion Boutique,2021-11-24
valerie.reynolds,card,298.67,Bills,Annual fee,Cloud Service,2023-04-28
valerie.reynolds,cash,43.46,Transport,Commute,Bolt,2022-07-22
valerie.reynolds,card,1192.98,Shopping,Household items,Fashion Boutique,2024-09-19
valerie.reynolds,cash,34.81,Entertainment,Concert ticket,Sports Arena,2020-05-18
valerie.reynolds,card,249.61,Bills,TV subscription,Gas Provider,2020-02-13
valerie.reynolds,card,128.37,Transport,Parking fee,Fuel Station,2025-01-27
valerie.reynolds,card,299.32,Shopping,Books,Furniture Store,2020-07-29
valerie.reynolds,card,212.33,Shopping,Electronics,Accessory Shop,2024-03-02
valerie.reynolds,card,225.63,Health,Medical tests,Laboratory,2020-09-01
valerie.reynolds,card,4.62,Coffee,Latte,Hipster Cafe,2020-06-08
valerie.reynolds,cash,356.65,Health,Follow-up visit,Laboratory,2023-05-11
valerie.reynolds,cash,55.41,Shopping,Books,Shopping Mall,2020-04-10
valerie.reynolds,card,341.78,Health,Doctor visit,Health Shop,2023-11-29
valerie.reynolds,cash,77.99,Transport,Commute,Ferry,2021-04-08
valerie.reynolds,cash,233.33,Bills,Gas bill,City Services,2024-08-22
valerie.reynolds,cash,64.03,Transport,Short trip,Train Station,2020-12-25
valerie.reynolds,card,2.07,Coffee,Iced coffee,Office Cafe,2020-06-14
valerie.reynolds,cash,177.66,Food,Seafood,Canteen,2023-03-31
valerie.reynolds,cash,202.7,Health,Medical tests,Mental Health Clinic,2021-08-20
valerie.reynolds,cash,98.59,Transport,Single ride,Uber,2024-03-02
valerie.reynolds,card,8.13,Coffee,Morning coffee,Work Cafe,2020-10-30
valerie.reynolds,cash,99.77,Bills,Service charge,Subscription Service,2021-10-23
valerie.reynolds,card,93.53,Food,Home cooking,Fish Market,2023-04-28
valerie.reynolds,cash,6.26,Coffee,Coffee meeting,Work Cafe,2023-09-05
valerie.reynolds,cash,136.61,Bills,Cloud service,Subscription Service,2025-07-26
valerie.reynolds,cash,357.02,Shopping,Books,Outlet Store,2025-01-28
valerie.reynolds,cash,112.29,Food,Takeaway,Asian Restaurant,2022-02-22
valerie.reynolds,card,134.72,Food,Fresh vegetables,Lidl,2025-06-14
valerie.reynolds,card,140.82,Entertainment,Concert ticket,Music Club,2020-11-08
valerie.reynolds,card,68.66,Health,Follow-up visit,Dental Clinic,2024-09-29
valerie.reynolds,cash,27.2,Food,Dinner,Fish Market,2022-05-01
valerie.reynolds,card,375.98,Health,Medical exam,Mental Health Clinic,2022-12-14
valerie.reynolds,cash,112.77,Shopping,Gifts,Outlet Store,2024-02-06
valerie.reynolds,cash,21.23,Health,Treatment,Rehab Center,2023-03-15
valerie.reynolds,cash,144.37,Entertainment,Entertainment fee,Concert Hall,2023-12-30
valerie.reynolds,card,200.27,Health,Therapy session,Eye Clinic,2024-12-06
valerie.reynolds,card,54.8,Transport,Long distance travel,Scooter Rental,2020-10-20
valerie.reynolds,card,111.09,Entertainment,Night out,Online Platform,2021-05-17
valerie.reynolds,card,163.93,Bills,Insurance payment,Mobile Operator,2025-08-14
valerie.reynolds,card,42.72,Transport,Train ticket,OMV,2021-07-27
valerie.reynolds,cash,694.76,Shopping,Accessories,Fashion Boutique,2020-08-15
valerie.reynolds,card,288.51,Bills,Contract payment,Streaming Service,2024-08-09
valerie.reynolds,card,16.55,Entertainment,Club entry,Streaming Platform,2022-10-15
valerie.reynolds,cash,99.76,Transport,Bike ride,Metro,2025-09-02
valerie.reynolds,card,172.74,Health,Medical care,Medical Store,2022-05-28
valerie.reynolds,cash,6.36,Transport,Monthly pass,Uber,2020-09-01
valerie.reynolds,card,119.85,Bills,Annual fee,Subscription Service,2021-08-17
valerie.reynolds,card,5.17,Coffee,Coffee with milk,Cafe Bar,2022-01-24
valerie.reynolds,cash,80.04,Food,Organic food,Fish Market,2022-04-09
valerie.reynolds,cash,116.55,Food,Bulk food,Carrefour,2025-11-01
valerie.reynolds,card,82.17,Transport,Single ride,Train Station,2020-05-13
valerie.reynolds,cash,15.49,Transport,Single ride,Car Rental,2023-05-04
valerie.reynolds,card,165.4,Food,Meal prep,Asian Restaurant,2021-03-29
valerie.reynolds,card,85.07,Transport,Transport service,Highway Toll,2020-12-18
valerie.reynolds,card,190.58,Bills,Annual fee,City Services,2023-08-24
valerie.reynolds,card,848.22,Shopping,Toys,Gift Shop,2024-11-28
valerie.reynolds,card,567.97,Shopping,Computer equipment,Gift Shop,2025-01-20
valerie.reynolds,cash,141.99,Bills,Annual fee,City Services,2024-01-02
valerie.reynolds,cash,92.37,Food,Weekly shopping,Supermarket,2021-02-06
valerie.reynolds,cash,14.41,Food,Party food,Spar,2020-01-10
valerie.reynolds,cash,27.35,Bills,Utility payment,City Services,2023-03-14
valerie.reynolds,card,47.76,Bills,Service charge,Streaming Service,2020-04-29
valerie.reynolds,card,32.74,Food,Ready meals,Restaurant,2024-11-26
valerie.reynolds,card,6.25,Coffee,Coffee with milk,Neighborhood Cafe,2020-07-01
valerie.reynolds,cash,41.87,Transport,Emergency ride,OMV,2022-02-25
valerie.reynolds,cash,74.68,Bills,Utility payment,Insurance Office,2025-10-31
valerie.reynolds,cash,247.31,Bills,Renewal fee,Electric Company,2020-03-28
valerie.reynolds,card,297.32,Health,Health supplies,Dermatology Clinic,2021-02-09
valerie.reynolds,card,22.3,Entertainment,Concert ticket,Arcade,2022-06-20
valerie.reynolds,cash,4.56,Coffee,Espresso,Cafe Bar,2020-08-01
valerie.reynolds,cash,193.78,Health,Prescription drugs,Eye Clinic,2024-07-26
valerie.reynolds,card,51.61,Shopping,Gifts,Electronics Store,2024-05-05
valerie.reynolds,cash,226.02,Bills,Gas bill,Utility Office,2022-07-02
valerie.reynolds,card,119.51,Transport,Scooter ride,Parking Garage,2024-03-31
valerie.reynolds,cash,39.38,Transport,Bike ride,Uber,2021-02-04
valerie.reynolds,cash,96.96,Food,Meat purchase,Pizzeria,2022-07-24
valerie.reynolds,card,268.79,Health,Specialist visit,Eye Clinic,2024-07-23
valerie.reynolds,cash,112.51,Food,Ready meals,Supermarket,2025-03-06
valerie.reynolds,cash,32.94,Food,Meal prep,Asian Restaurant,2021-06-22
valerie.reynolds,cash,822.57,Shopping,New phone,Tech Store,2022-01-29
valerie.reynolds,card,15.75,Entertainment,Sports event,Night Club,2022-07-03
valerie.reynolds,cash,91.81,Shopping,Fashion items,Accessory Shop,2024-02-13
valerie.reynolds,cash,164.75,Food,Frozen food,Lidl,2025-02-27
valerie.reynolds,cash,88.51,Entertainment,Escape room,Cinema,2020-01-10
valerie.reynolds,cash,5.75,Coffee,Cappuccino,Work Cafe,2025-05-17
valerie.reynolds,cash,87.09,Entertainment,Evening entertainment,Concert Hall,2022-01-10
valerie.reynolds,card,81.45,Food,Lunch,Butcher Shop,2025-08-08
valerie.reynolds,cash,6.79,Coffee,Mocha,Bookstore Cafe,2023-05-03
valerie.reynolds,cash,117.94,Entertainment,Arcade games,Streaming Platform,2023-08-09
valerie.reynolds,cash,350.12,Health,Doctor visit,Wellness Center,2024-09-26
valerie.reynolds,cash,53.55,Shopping,Personal items,Clothing Store,2022-06-20
valerie.reynolds,cash,112.64,Transport,Fuel,Bolt,2021-09-16
valerie.reynolds,cash,112.85,Transport,Bus ticket,Metro,2023-06-04
valerie.reynolds,cash,78.97,Transport,Bus ticket,Uber,2025-10-13
valerie.reynolds,cash,184.89,Entertainment,Game purchase,Escape Room,2023-01-28
valerie.reynolds,card,2.91,Coffee,Morning coffee,Work Cafe,2022-12-05
valerie.reynolds,cash,27.06,Transport,Commute,Bolt,2022-09-15
valerie.reynolds,card,8.35,Coffee,Coffee meeting,Work Cafe,2020-01-05
valerie.reynolds,card,170.32,Entertainment,Escape room,Concert Hall,2025-09-12
valerie.reynolds,cash,4.88,Coffee,Latte,Coffee Corner,2022-01-16
valerie.reynolds,card,164.07,Food,Quick bite,Food Truck,2025-07-10
valerie.reynolds,cash,51.65,Food,Meat purchase,Spar,2022-01-13
valerie.reynolds,card,340.38,Health,Doctor visit,Dental Clinic,2021-02-02
valerie.reynolds,card,306.68,Health,Therapy session,Mental Health Clinic,2025-10-17
valerie.reynolds,card,360.87,Health,Vaccination,Pharmacy,2021-09-10
valerie.reynolds,cash,256.66,Shopping,Online order,Outlet Store,2021-08-27
valerie.reynolds,card,25.3,Entertainment,Evening entertainment,Leisure Center,2022-09-07
valerie.reynolds,card,128.48,Food,Weekly shopping,Pizzeria,2020-09-11
valerie.reynolds,card,103.84,Food,Late night food,Canteen,2022-01-14
valerie.reynolds,cash,16.99,Transport,Commute,Bus Station,2020-01-05
valerie.reynolds,cash,2.57,Coffee,Black coffee,University Cafe,2025-10-22
